"file","line","kind","name","signature"
"PickSchur.lean","13","theorem","pick_schur","theorem pick_schur {W : Complex -> Complex} (hHol : HolomorphicOnUpperHalfPlane W) (hForward : SchurOnUpperHalfPlane W -> KernelPSDOnUpper (pickKernelW W)) (hBackward : KernelPSDOnUpper (pickKernelW W) -> SchurOnUpperHalfPlane W) : SchurOnUpperHalfPlane W <-> KernelPSDOnUpper (pickKernelW W) := by"
"PolarizedJKernelB21.lean","15","theorem","polarized_J_kernel","theorem polarized_J_kernel {M R H : Complex -> Complex} (hFormula : forall (zeta omega : Complex), InUpperB21 zeta -> InUpperB21 omega -> PolarizedEnergyIdentityAt zeta omega M R H) (hPosBridge : (forall (zeta omega : Complex), InUpperB21 zeta -> InUpperB21 omega -> PolarizedEnergyIdentityAt zeta omega M R H) -> PolarizedKernelPSDOnUpper M R H) : (forall (zeta omega : Complex), InUpperB21 zeta -> InUpperB21 omega -> PolarizedEnergyIdentityAt zeta omega M R H) /\ PolarizedKernelPSDOnUpper M R H := by"
"R0JetPinning.lean","13","theorem","R0_jet_pinning","theorem R0_jet_pinning {z : Complex} (hJetData : R2R0JetDataAt z) (hJetBridge : R2R0JetDataAt z -> R2R0JetPinnedAt z) : R2R0JetPinnedAt z := by"
"R0JetSchurForm.lean","11","theorem","R0_jet_schur_form","theorem R0_jet_schur_form {z : Complex} (hJetPinned : R2R0JetPinnedAt z) (hSchurBridge : R2R0JetPinnedAt z -> R2R0JetSchurFormAt z) : R2R0JetSchurFormAt z := by"
"R1AtomicAggregateDetExpansion.lean","11","theorem","R1_atomic_aggregate_det_expansion","theorem R1_atomic_aggregate_det_expansion {z : Complex} (hAtomicBridge : R1AggregateDetExpansionAt z -> R1AtomicAggregateDetExpansionAt z) (hExpansion : R1AggregateDetExpansionAt z) : R1AtomicAggregateDetExpansionAt z := by"
"R1BoundedKjImpliesFiniteMass.lean","14","theorem","R1_bounded_Kj_implies_finite_mass","theorem R1_bounded_Kj_implies_finite_mass {z : Complex} (hBottleneck : forall j : Nat, R1PrefixTraceKappaBottleneckAt j z) (hKjBounded : R1KjUniformBoundOnSubseqAt z) (hFiniteMassBridge : (forall j : Nat, R1PrefixTraceKappaBottleneckAt j z) -> R1KjUniformBoundOnSubseqAt z -> R1FiniteTotalMassByBoundedKjAt z) : R1FiniteTotalMassByBoundedKjAt z := by"
"R1CircleEq.lean","16","theorem","R1_circle_eq","theorem R1_circle_eq {n : Nat} {z : Complex} (hz : InUpperB21 z) (hMembership : R1MembershipIdentityAvailable n z) (hBoundaryBridge : InUpperB21 z -> R1MembershipIdentityAvailable n z -> forall m : Complex, OnWeylBoundary n z m <-> SatisfiesWeylCircleEq n z m) : forall m : Complex, OnWeylBoundary n z m <-> SatisfiesWeylCircleEq n z m := by"
"R1ClassicalMass.lean","13","theorem","R1_classical_mass","theorem R1_classical_mass {z : Complex} (hMassDiverges : R1TotalMassDivergesAt z) (hClassicalBridge : R1TotalMassDivergesAt z -> R1ClassicalMassCriterionAt z) : R1ClassicalMassCriterionAt z := by"
"R1ClassicalMassApplicability.lean","15","theorem","R1_classical_mass_applicability","theorem R1_classical_mass_applicability {z : Complex} (hPSD : R1ChainBlockPSDAt z) (hStep : R1CanonicalStepModelAt z) (hWeyl : R1WeylDiskRadiusModelAt z) (hEnergy : UpperHalfPlanePoint z -> True) (hApplicabilityBridge : R1ChainBlockPSDAt z -> R1CanonicalStepModelAt z -> R1WeylDiskRadiusModelAt z -> (UpperHalfPlanePoint z -> True) -> R1ClassicalMassApplicabilityAt z) : R1ClassicalMassApplicabilityAt z := by"
"R1CollapseAtomicSymplOrth.lean","13","theorem","R1_collapse_atomic_sympl_orth","theorem R1_collapse_atomic_sympl_orth {z : Complex} (hMassDiverges : R1TotalMassDivergesAt z) (hAtomicCS2Target : R1CS2OnRadiusfloorTargetAt z) (hFiniteMassBridge : R1CS2OnRadiusfloorTargetAt z -> R1FiniteTotalMassAt z) (hCollapseBridge : R1TotalMassDivergesAt z -> R1FiniteTotalMassAt z -> R1GlobalRadiusCollapseAt z) : R1GlobalRadiusCollapseAt z := by"
"R1CollapseCollinearVisible.lean","12","theorem","R1_collapse_collinear_visible","theorem R1_collapse_collinear_visible {z : Complex} (hMassDiverges : R1TotalMassDivergesAt z) (hCollinearPrefixBound : R1PrefixMassCollinearVisibleBoundAt z) (hPrincipleBridge : R1TotalMassDivergesAt z -> R1PrefixMassCollinearVisibleBoundAt z -> R1GlobalRadiusCollapseFromCollinearAt z) : R1GlobalRadiusCollapseFromCollinearAt z := by"
"R1CollapseDetfloorTracecap.lean","12","theorem","R1_collapse_detfloor_tracecap","theorem R1_collapse_detfloor_tracecap {z : Complex} (hDetfloorTracecap : R1GlobalDetfloorTracecapAt z) (hToGlobalSpd : R1GlobalDetfloorTracecapAt z -> R1GlobalUniformSpdFloorAt z) (hCollapseFromSpd : R1GlobalUniformSpdFloorAt z -> R1GlobalRadiusCollapseAt z) : R1GlobalRadiusCollapseAt z := by"
"R1CollapseDetZeroAggregate.lean","13","theorem","R1_collapse_det_zero_aggregate","theorem R1_collapse_det_zero_aggregate {z : Complex} (hMassDiverges : R1TotalMassDivergesAt z) (hDetZero : R1AggregateDetZeroCriterionAt z) (hDetEquiv : R1RankOneAggregateCriterionAt z <-> R1AggregateDetZeroCriterionAt z) (hRankOneToPrefix : R1RankOneAggregateCriterionAt z -> R1PrefixMassBoundFromRank1AggregateAt z) (hRankOneCollapseBridge : R1TotalMassDivergesAt z -> R1PrefixMassBoundFromRank1AggregateAt z -> R1GlobalCollapseFromRank1AggregateAt z) (hFinalize : R1GlobalCollapseFromRank1AggregateAt z -> R1CollapseDetZeroAggregateAt z) : R1CollapseDetZeroAggregateAt z := by"
"R1CollapseInvtracecap.lean","12","theorem","R1_collapse_invtracecap","theorem R1_collapse_invtracecap {z : Complex} (hInvtraceCap : R1GlobalInvtraceCapAt z) (hToGlobalSpd : R1GlobalInvtraceCapAt z -> R1GlobalUniformSpdFloorAt z) (hCollapseFromSpd : R1GlobalUniformSpdFloorAt z -> R1GlobalRadiusCollapseAt z) : R1GlobalRadiusCollapseAt z := by"
"R1CollapseRank1Aggregate.lean","13","theorem","R1_collapse_rank1_aggregate","theorem R1_collapse_rank1_aggregate {z : Complex} (hMassDiverges : R1TotalMassDivergesAt z) (hPrefixBound : R1PrefixMassBoundFromRank1AggregateAt z) (hCollapseBridge : R1TotalMassDivergesAt z -> R1PrefixMassBoundFromRank1AggregateAt z -> R1GlobalCollapseFromRank1AggregateAt z) : R1GlobalCollapseFromRank1AggregateAt z := by"
"R1CollapseSpdFloor.lean","14","theorem","R1_collapse_spd_floor","theorem R1_collapse_spd_floor {z : Complex} (hGlobalSpdFloor : R1GlobalUniformSpdFloorAt z) (hSpdToCS2Target : R1GlobalUniformSpdFloorAt z -> R1CS2OnRadiusfloorTargetAt z) (hFiniteMassBridge : R1CS2OnRadiusfloorTargetAt z -> R1FiniteTotalMassAt z) (hMassDivergesFromSpd : R1GlobalUniformSpdFloorAt z -> R1TotalMassDivergesAt z) (hCollapseBridge : R1TotalMassDivergesAt z -> R1FiniteTotalMassAt z -> R1GlobalRadiusCollapseAt z) : R1GlobalRadiusCollapseAt z := by"
"R1CollapseUniformEllipticTracefloor.lean","12","theorem","R1_collapse_uniform_elliptic_tracefloor","theorem R1_collapse_uniform_elliptic_tracefloor {z : Complex} (hUniformEllipticTracefloor : R1GlobalUniformEllipticTracefloorAt z) (hToGlobalSpd : R1GlobalUniformEllipticTracefloorAt z -> R1GlobalUniformSpdFloorAt z) (hCollapseFromSpd : R1GlobalUniformSpdFloorAt z -> R1GlobalRadiusCollapseAt z) : R1GlobalRadiusCollapseAt z := by"
"R1CollinearFromRank1Aggregate.lean","13","theorem","R1_collinear_from_rank1_aggregate","theorem R1_collinear_from_rank1_aggregate {z : Complex} (hAggregate : R1Rank1AggregateWindowAt z) (hCollinearBridge : R1Rank1AggregateWindowAt z -> R1CollinearRepresentationFromAggregateAt z) : R1CollinearRepresentationFromAggregateAt z := by"
"R1CS2AtomicSymplOrthWindows.lean","12","theorem","R1_CS2_atomic_sympl_orth_windows","theorem R1_CS2_atomic_sympl_orth_windows {z : Complex} (hAtomicExpansion : R1AtomicAggregateDetExpansionAt z) (hAtomicOrth : R1AtomicSymplOrthWindowFamilyAt z) (hDetZeroBridge : R1AtomicAggregateDetExpansionAt z -> R1AtomicSymplOrthWindowFamilyAt z -> R1AggregateDetZeroCriterionAt z) (hDetZeroCS2 : R1AggregateDetZeroCriterionAt z -> R1CS2OnRadiusfloorTargetAt z) : R1CS2OnRadiusfloorTargetAt z := by"
"R1CS2CollinearWindows.lean","12","theorem","R1_CS2_collinear_windows","theorem R1_CS2_collinear_windows {z : Complex} (hRadiusFloor : R1RadiusFloorTargetSubsequenceAt z) (hCollinear : R1CollinearWindowModelAt z) (hPrefixBridge : R1RadiusFloorTargetSubsequenceAt z -> R1CollinearWindowModelAt z -> R1PrefixMassCollinearVisibleBoundAt z) (hPrefixToDirect : R1PrefixMassCollinearVisibleBoundAt z -> R1PrefixWindowDirectBoundAt z) (hForward : R1TailWindowBoundOnSubseqAt z -> R1PrefixWindowDirectBoundAt z) (hBackward : R1PrefixWindowDirectBoundAt z -> R1TailWindowBoundOnSubseqAt z) (hTailToStructured : R1TailWindowBoundOnSubseqAt z -> R1StructuredTailWindowBoundAt z) (hLineBridge : R1CollinearWindowModelAt z -> R1WindowLagrangianLineAt z) (hOrthBridge : R1WindowLagrangianLineAt z -> R1WindowSymplecticOrthAt z) (hStructuredBridge : R1StructuredTailWindowBoundAt z -> R1WindowSymplecticOrthAt z -> R1CS2StructuredBoundAt z) (hStructuredToCS2 : R1CS2StructuredBoundAt z -> R1CS2ConditionAt z) (hTargetBridge : R1CS2ConditionAt z -> R1CS2OnRadiusfloorTargetAt z) : R1CS2OnRadiusfloorTargetAt z := by"
"R1CS2DetfloorTracecap.lean","12","theorem","R1_CS2_detfloor_tracecap","theorem R1_CS2_detfloor_tracecap {z : Complex} (hCondition : R1DetfloorTracecapConditionAt z) (hToSpdFloor : R1DetfloorTracecapConditionAt z -> R1UniformSPDFloorOnWindowsAt z) (hSpdToTarget : R1UniformSPDFloorOnWindowsAt z -> R1CS2OnRadiusfloorTargetAt z) : R1CS2OnRadiusfloorTargetAt z := by"
"R1CS2DetZeroAggregate.lean","9","theorem","R1_CS2_det_zero_aggregate","theorem R1_CS2_det_zero_aggregate {z : Complex} (hDetZero : R1AggregateDetZeroCriterionAt z) (hDetEquiv : R1RankOneAggregateCriterionAt z <-> R1AggregateDetZeroCriterionAt z) (hCriterionToWindow : R1RankOneAggregateCriterionAt z -> R1Rank1AggregateWindowAt z) (hRankOneCS2 : R1Rank1AggregateWindowAt z -> R1CS2OnRadiusfloorTargetAt z) : R1CS2OnRadiusfloorTargetAt z := by"
"R1CS2Equiv.lean","11","theorem","R1_CS2_equiv","theorem R1_CS2_equiv {z : Complex} (hCS2 : R1CS2ConditionAt z) (hDet1 : forall n : Nat, R1TruncationTransferDetOneAt n z) (hSingularBridge : R1CS2ConditionAt z -> (forall n : Nat, R1TruncationTransferDetOneAt n z) -> R1CS2SingularValueCharacterAt z) (hTailBridge : R1CS2SingularValueCharacterAt z -> (R1CS2ConditionAt z <-> R1CS2TailBoundAt z)) : R1CS2SingularValueCharacterAt z /\ (R1CS2ConditionAt z <-> R1CS2TailBoundAt z) := by"
"R1CS2EquivKj.lean","8","theorem","R1_CS2_equiv_Kj","theorem R1_CS2_equiv_Kj {z : Complex} (hForward : R1CS2ConditionAt z -> R1KjUniformBoundAt z) (hBackward : R1KjUniformBoundAt z -> R1CS2ConditionAt z) : R1CS2ConditionAt z <-> R1KjUniformBoundAt z := by"
"R1CS2FailureForcesVanishingCoercivity.lean","14","theorem","R1_CS2_failure_forces_vanishing_coercivity","theorem R1_CS2_failure_forces_vanishing_coercivity {z : Complex} (hFailure : R1CS2FailureOnRadiusfloorTargetAt z) (hSpdFloorImpliesCS2 : R1UniformSPDFloorOnWindowsAt z -> R1CS2OnRadiusfloorTargetAt z) (hContrapositiveBridge : (R1UniformSPDFloorOnWindowsAt z -> R1CS2OnRadiusfloorTargetAt z) -> R1CS2FailureOnRadiusfloorTargetAt z -> R1LocalCoercivityInfimumZeroAt z) : R1LocalCoercivityInfimumZeroAt z := by"
"R1CS2FailureForcesVanishingFrameCoercivity.lean","15","theorem","R1_CS2_failure_forces_vanishing_frame_coercivity","theorem R1_CS2_failure_forces_vanishing_frame_coercivity {z : Complex} (hFailure : R1CS2FailureOnRadiusfloorTargetAt z) (hCoercivityImpliesCS2 : R1FrameCoercivityWindowConditionAt z -> R1CS2OnRadiusfloorTargetAt z) (hContrapositiveBridge : (R1FrameCoercivityWindowConditionAt z -> R1CS2OnRadiusfloorTargetAt z) -> R1CS2FailureOnRadiusfloorTargetAt z -> R1FrameCoercivityInfimumZeroAt z) : R1FrameCoercivityInfimumZeroAt z := by"
"R1CS2FailureForcesVanishingMaxindexFrameCoercivity.lean","13","theorem","R1_CS2_failure_forces_vanishing_maxindex_frame_coercivity","theorem R1_CS2_failure_forces_vanishing_maxindex_frame_coercivity {z : Complex} (hFailure : R1CS2FailureOnRadiusfloorTargetAt z) (hMaxindexImpliesCS2 : R1MaxindexFrameCoercivityConditionAt z -> R1CS2OnRadiusfloorTargetAt z) (hContrapositiveBridge : (R1MaxindexFrameCoercivityConditionAt z -> R1CS2OnRadiusfloorTargetAt z) -> R1CS2FailureOnRadiusfloorTargetAt z -> R1MaxindexFrameCoercivityInfimumZeroAt z) : R1MaxindexFrameCoercivityInfimumZeroAt z := by"
"R1CS2FrameCoercivityWindows.lean","13","theorem","R1_CS2_frame_coercivity_windows","theorem R1_CS2_frame_coercivity_windows {z : Complex} (hBalance : R1FrameRatioKappaBalanceAt z) (hCoercivity : R1FrameCoercivityWindowConditionAt z) (hCS2Bridge : R1FrameRatioKappaBalanceAt z -> R1FrameCoercivityWindowConditionAt z -> R1CS2ConditionAt z) (hTargetBridge : R1CS2ConditionAt z -> R1CS2OnRadiusfloorTargetAt z) : R1CS2OnRadiusfloorTargetAt z := by"
"R1CS2FromFiniteTotalMass.lean","10","theorem","R1_CS2_from_finite_total_mass","theorem R1_CS2_from_finite_total_mass {z : Complex} (hFiniteMass : R1FiniteTotalMassAt z) (hTailBridge : R1FiniteTotalMassAt z -> R1CS2TailBoundAt z) (hTailToCS2 : R1CS2TailBoundAt z -> R1CS2ConditionAt z) (hFinalize : R1CS2TailBoundAt z -> R1CS2ConditionAt z -> R1CS2FromFiniteTotalMassAt z) : R1CS2FromFiniteTotalMassAt z := by"
"R1CS2FromMaxindexFrameCoercivity.lean","14","theorem","R1_CS2_from_maxindex_frame_coercivity","theorem R1_CS2_from_maxindex_frame_coercivity {z : Complex} (hBalance : R1FrameRatioKappaBalanceAt z) (hMaxindexCoercivity : R1MaxindexFrameCoercivityConditionAt z) (hKjBridge : R1FrameRatioKappaBalanceAt z -> R1MaxindexFrameCoercivityConditionAt z -> R1KjUniformBoundAt z) (hCS2EquivKj : R1CS2ConditionAt z <-> R1KjUniformBoundAt z) (hTargetBridge : R1CS2ConditionAt z -> R1CS2OnRadiusfloorTargetAt z) : R1CS2OnRadiusfloorTargetAt z := by"
"R1CS2Invtracecap.lean","13","theorem","R1_CS2_invtracecap","theorem R1_CS2_invtracecap {z : Complex} (hInvTraceCap : R1InverseTraceCapConditionAt z) (hToSpdFloor : R1InverseTraceCapConditionAt z -> R1UniformSPDFloorOnWindowsAt z) (hSpdToTarget : R1UniformSPDFloorOnWindowsAt z -> R1CS2OnRadiusfloorTargetAt z) : R1CS2OnRadiusfloorTargetAt z := by"
"R1CS2OnRadiusfloorTarget.lean","11","theorem","R1_CS2_on_radiusfloor_target","theorem R1_CS2_on_radiusfloor_target {z : Complex} (hRadiusFloor : R1RadiusFloorTargetSubsequenceAt z) (hRadiusfloorClosure : R1RadiusFloorTargetSubsequenceAt z -> R1RadiusfloorClosurePrefixBoundAt z /\ R1TailWindowBoundOnSubseqAt z) (hFiniteFromClosure : R1RadiusfloorClosurePrefixBoundAt z /\ R1TailWindowBoundOnSubseqAt z -> R1FiniteTotalMassAt z) (hCS2FromFiniteMass : R1FiniteTotalMassAt z -> R1CS2ConditionAt z) (hTargetBridge : R1CS2ConditionAt z -> R1CS2OnRadiusfloorTargetAt z) : R1CS2OnRadiusfloorTargetAt z := by"
"R1CS2Rank1Aggregate.lean","9","theorem","R1_CS2_rank1_aggregate","theorem R1_CS2_rank1_aggregate {z : Complex} (hRankOneAggregate : R1Rank1AggregateWindowAt z) (hCollinearBridge : R1Rank1AggregateWindowAt z -> R1CollinearRepresentationFromAggregateAt z) (hModelBridge : R1CollinearRepresentationFromAggregateAt z -> R1CollinearWindowModelAt z) (hCollinearCS2 : R1CollinearWindowModelAt z -> R1CS2OnRadiusfloorTargetAt z) : R1CS2OnRadiusfloorTargetAt z := by"
"R1CS2SpdFloor.lean","16","theorem","R1_CS2_spd_floor","theorem R1_CS2_spd_floor {z : Complex} (hRadiusFloor : R1RadiusFloorSubsequenceAt z) (hSpdFloor : R1UniformSPDFloorOnWindowsAt z) (hBottleneck : (forall j : Nat, R1PrefixTraceKappaBottleneckAt j z) /\ R1FrameGrowthDivergenceAt z) (hDet1 : forall n : Nat, R1TruncationTransferDetOneAt n z) (hCS2Equiv : R1CS2ConditionAt z <-> R1CS2TailBoundAt z) (hSpdBridge : R1RadiusFloorSubsequenceAt z -> R1UniformSPDFloorOnWindowsAt z -> ((forall j : Nat, R1PrefixTraceKappaBottleneckAt j z) /\ R1FrameGrowthDivergenceAt z) -> (forall n : Nat, R1TruncationTransferDetOneAt n z) -> (R1CS2ConditionAt z <-> R1CS2TailBoundAt z) -> R1CS2ConditionAt z) (hTargetBridge : R1CS2ConditionAt z -> R1CS2SpdFloorAt z) : R1CS2SpdFloorAt z := by"
"R1CS2StructuredLagrangianLine.lean","12","theorem","R1_CS2_structured_lagrangian_line","theorem R1_CS2_structured_lagrangian_line {z : Complex} (hLagrangianLine : R1WindowLagrangianLineAt z) (hOrthBridge : R1WindowLagrangianLineAt z -> R1WindowSymplecticOrthAt z) (hStructuredBridge : R1StructuredTailWindowBoundAt z -> R1WindowSymplecticOrthAt z -> R1CS2StructuredBoundAt z) (hTailWindow : R1StructuredTailWindowBoundAt z) : R1WindowSymplecticOrthAt z /\ R1CS2StructuredBoundAt z := by"
"R1CS2StructuredLinear.lean","16","theorem","R1_CS2_structured_linear","theorem R1_CS2_structured_linear {z : Complex} (hTailWindow : R1StructuredTailWindowBoundAt z) (hWindowOrth : R1WindowSymplecticOrthAt z) (hLinearBridge : R1StructuredTailWindowBoundAt z -> R1WindowSymplecticOrthAt z -> R1CS2StructuredTailBoundAt z) (hCS2Bridge : R1CS2StructuredTailBoundAt z -> R1CS2StructuredBoundAt z) : R1CS2StructuredTailBoundAt z /\ R1CS2StructuredBoundAt z := by"
"R1CS2TailMassWindow.lean","12","theorem","R1_CS2_tail_mass_window","theorem R1_CS2_tail_mass_window {z : Complex} (hz : InUpperB21 z) (hTailWindow : R1TailWindowBoundAt z) (hRankOneTail : R1RankOneTailBranchAt z) (hStepLinear : forall k : Nat, R1Rank1StepLinearAt k z) (hTailBridge : InUpperB21 z -> R1TailWindowBoundAt z -> R1RankOneTailBranchAt z -> (forall k : Nat, R1Rank1StepLinearAt k z) -> R1CS2TailBoundAt z) (hCS2Bridge : R1CS2TailBoundAt z -> R1CS2ConditionAt z) : R1CS2TailBoundAt z /\ R1CS2ConditionAt z := by"
"R1CS2TailMassWindowSector.lean","11","theorem","R1_CS2_tail_mass_window_sector","theorem R1_CS2_tail_mass_window_sector {z : Complex} (hz : InUpperB21 z) (hSector : R1NonnegativeReZ2Sector z) (hTailWindow : R1TailWindowBoundAt z) (hStepBound : forall k : Nat, R1GeneralStepInverseBoundAt k z) (hTailBridge : InUpperB21 z -> R1NonnegativeReZ2Sector z -> R1TailWindowBoundAt z -> (forall k : Nat, R1GeneralStepInverseBoundAt k z) -> R1CS2TailBoundAt z) (hCS2Bridge : R1CS2TailBoundAt z -> R1CS2ConditionAt z) : R1CS2TailBoundAt z /\ R1CS2ConditionAt z := by"
"R1CS2UniformEllipticTracefloor.lean","13","theorem","R1_CS2_uniform_elliptic_tracefloor","theorem R1_CS2_uniform_elliptic_tracefloor {z : Complex} (hCondition : R1UniformEllipticTracefloorConditionAt z) (hToSpdFloor : R1UniformEllipticTracefloorConditionAt z -> R1UniformSPDFloorOnWindowsAt z) (hSpdToTarget : R1UniformSPDFloorOnWindowsAt z -> R1CS2OnRadiusfloorTargetAt z) : R1CS2OnRadiusfloorTargetAt z := by"
"R1CS2ZeroSymplAreaSum.lean","13","theorem","R1_CS2_zero_sympl_area_sum","theorem R1_CS2_zero_sympl_area_sum {z : Complex} (hExpansion : R1AggregateDetExpansionAt z) (hZeroSymplSum : R1ZeroSymplAreaSumOnWindowsAt z) (hZeroSumToDetZero : R1AggregateDetExpansionAt z -> R1ZeroSymplAreaSumOnWindowsAt z -> R1AggregateDetZeroCriterionAt z) (hDetZeroCS2 : R1AggregateDetZeroCriterionAt z -> R1CS2OnRadiusfloorTargetAt z) : R1CS2OnRadiusfloorTargetAt z := by"
"R1Det1.lean","11","theorem","R1_det1","theorem R1_det1 {z : Complex} (hStepDetOne : forall k : Nat, R1StepTransferDetOneAt k z) (hProductBridge : (forall k : Nat, R1StepTransferDetOneAt k z) -> forall n : Nat, R1TruncationTransferDetOneAt n z) : (forall k : Nat, R1StepTransferDetOneAt k z) /\ (forall n : Nat, R1TruncationTransferDetOneAt n z) := by"
"R1DetQ.lean","10","theorem","R1_detQ","theorem R1_detQ {z : Complex} (hz : InUpperB21 z) (hDet1 : forall n : Nat, R1TruncationTransferDetOneAt n z) (hDetBridge : InUpperB21 z -> (forall n : Nat, R1TruncationTransferDetOneAt n z) -> forall n : Nat, R1CircleMatrixDetFixedAt n z) : forall n : Nat, R1CircleMatrixDetFixedAt n z := by"
"R1DetZeroForcesSymplOrthPairs.lean","13","theorem","R1_det_zero_forces_sympl_orth_pairs","theorem R1_det_zero_forces_sympl_orth_pairs {z : Complex} (hExpansion : R1AggregateDetExpansionAt z) (hDetZero : R1AggregateDetZeroAt z) (hBridge : R1AggregateDetExpansionAt z -> R1AggregateDetZeroAt z -> R1PairwiseSymplOrthCouplingZeroAt z) : R1PairwiseSymplOrthCouplingZeroAt z := by"
"R1EnergyCoercive.lean","20","theorem","R1_energy_coercive","theorem R1_energy_coercive {z : Complex} (hz : InUpperB21 z) (hRadiusEnergy : forall n : Nat, R1RadiusEnergyIdentityAt n z) (hCoercive : forall n : Nat, R1EnergyCoerciveAssumptionAt n z) (hBoundBridge : InUpperB21 z -> (forall n : Nat, R1RadiusEnergyIdentityAt n z) -> (forall n : Nat, R1EnergyCoerciveAssumptionAt n z) -> forall n : Nat, R1RadiusUpperBoundAt n z) (hCollapseBridge : (forall n : Nat, R1RadiusUpperBoundAt n z) -> R1MassDivergenceAt z -> R1RadiusCollapseAt z) : (forall n : Nat, R1RadiusUpperBoundAt n z) /\ (R1MassDivergenceAt z -> R1RadiusCollapseAt z) := by"
"R1FrameRatioKappaBalance.lean","14","theorem","R1_frame_ratio_kappa_balance","theorem R1_frame_ratio_kappa_balance {z : Complex} (hRadiusFloor : R1RadiusFloorSubsequenceAt z) (hBottleneck : (forall j : Nat, R1PrefixTraceKappaBottleneckAt j z) /\ R1FrameGrowthDivergenceAt z) (hDet1 : forall n : Nat, R1TruncationTransferDetOneAt n z) (hCS2Equiv : R1CS2ConditionAt z <-> R1CS2TailBoundAt z) (hBalanceBridge : R1RadiusFloorSubsequenceAt z -> ((forall j : Nat, R1PrefixTraceKappaBottleneckAt j z) /\ R1FrameGrowthDivergenceAt z) -> (forall n : Nat, R1TruncationTransferDetOneAt n z) -> (R1CS2ConditionAt z <-> R1CS2TailBoundAt z) -> R1FrameRatioKappaBalanceAt z) : R1FrameRatioKappaBalanceAt z := by"
"R1GeneralStepInverseBoundSector.lean","13","theorem","R1_general_step_inverse_bound_sector","theorem R1_general_step_inverse_bound_sector {z : Complex} (hz : InUpperB21 z) (hSector : R1NonnegativeReZ2Sector z) (hStepBridge : InUpperB21 z -> R1NonnegativeReZ2Sector z -> forall k : Nat, R1GeneralStepInverseBoundAt k z) : forall k : Nat, R1GeneralStepInverseBoundAt k z := by"
"R1JformNotCS2.lean","15","theorem","R1_Jform_not_CS2","theorem R1_Jform_not_CS2 {z : Complex} (hJInvariant : R1JformInvariantFamilyAt z) (hDistortion : R1FrameDistortionDivergesAt z) (hWitnessBridge : R1JformInvariantFamilyAt z -> R1FrameDistortionDivergesAt z -> R1JformControlNotEnoughForCS2At z) : R1JformInvariantFamilyAt z /\ R1FrameDistortionDivergesAt z /\ R1JformControlNotEnoughForCS2At z := by"
"R1KappaLowerFromPrefix.lean","10","theorem","R1_kappa_lower_from_prefix","theorem R1_kappa_lower_from_prefix {z : Complex} (hBottleneck : forall j : Nat, R1PrefixTraceKappaBottleneckAt j z) (hLowerBridge : (forall j : Nat, R1PrefixTraceKappaBottleneckAt j z) -> forall j : Nat, R1KappaLowerFromPrefixAt j z) : forall j : Nat, R1KappaLowerFromPrefixAt j z := by"
"R1KappaPointwiseTailExp.lean","11","theorem","R1_kappa_pointwise_tail_exp","theorem R1_kappa_pointwise_tail_exp {z : Complex} (hRankOneTail : R1RankOneTailBranchAt z) (hStepLinear : forall k : Nat, R1Rank1StepLinearAt k z) (hTailBridge : R1RankOneTailBranchAt z -> (forall k : Nat, R1Rank1StepLinearAt k z) -> forall k j : Nat, R1KappaPointwiseTailExpAt k j z) : forall k j : Nat, R1KappaPointwiseTailExpAt k j z := by"
"R1KappaTailExp.lean","14","theorem","R1_kappa_tail_exp","theorem R1_kappa_tail_exp {z : Complex} (hTailWindow : R1TailWindowBoundAt z) (hRankOneTail : R1RankOneTailBranchAt z) (hPointwiseBridge : R1TailWindowBoundAt z -> R1RankOneTailBranchAt z -> forall k j : Nat, R1KappaTailExpPointwiseAt k j z) (hFiniteMassToCS2Bridge : R1FiniteTotalMassForKappaAt z -> (forall k j : Nat, R1KappaTailExpPointwiseAt k j z) -> R1CS2ConditionAt z) : (forall k j : Nat, R1KappaTailExpPointwiseAt k j z) /\ (R1FiniteTotalMassForKappaAt z -> R1CS2ConditionAt z) := by"
"R1KjPrefixEquivRank1.lean","11","theorem","R1_Kj_prefix_equiv_rank1","theorem R1_Kj_prefix_equiv_rank1 {z : Complex} (hLowerBridge : (forall j : Nat, R1KappaLowerFromPrefixAt j z) -> R1PrefixMassUniformBoundAt z -> R1KjUniformBoundAt z) (hUpperBridge : (forall k j : Nat, R1KappaPointwiseTailExpAt k j z) -> R1KjUniformBoundAt z -> R1PrefixMassUniformBoundAt z) (hLower : forall j : Nat, R1KappaLowerFromPrefixAt j z) (hPointwise : forall k j : Nat, R1KappaPointwiseTailExpAt k j z) : (R1PrefixMassUniformBoundAt z -> R1KjUniformBoundAt z) /\ (R1KjUniformBoundAt z -> R1PrefixMassUniformBoundAt z) := by"
"R1LagrangeIdentityGlobal.lean","14","theorem","R1_lagrange_identity_global","theorem R1_lagrange_identity_global {z : Complex} (hz : InUpperB21 z) (hEnergy : forall n : Nat, R1EnergyNStepIdentityAt n z) (hLagrangeBridge : InUpperB21 z -> (forall n : Nat, R1EnergyNStepIdentityAt n z) -> forall n : Nat, R1LagrangeGlobalIdentityAt n z) (hMonotoneBridge : (forall n : Nat, R1LagrangeGlobalIdentityAt n z) -> forall n : Nat, R1LagrangeMonotoneAt n z) : (forall n : Nat, R1LagrangeGlobalIdentityAt n z) /\ (forall n : Nat, R1LagrangeMonotoneAt n z) := by"
